Data Year,County,FUEL_TYPE,MAKE,MODEL,Number of Vehicles
2015,Riverside,Electric,Chevrolet,Spark EV,42
2015,Riverside,Electric,FIAT,500e,187
2015,Riverside,Electric,Ford,Focus,13
2015,Riverside,Electric,Kia,Soul EV,15
2015,Riverside,Electric,Mercedes-Benz,B-Class,16
2015,Riverside,Electric,Mitsubishi,i-MiEV,1
2015,Riverside,Electric,Nissan,Leaf,85
2015,Riverside,Electric,Smart,Fortwo Electric Drive,13
2015,Riverside,Electric,Tesla,Model S,259
2015,Riverside,Electric,Toyota,RAV4 EV,2
2015,Riverside,Electric,Volkswagen,e-Golf,40
2015,Riverside,PHEV,BMW,i3 REx,82
2015,Riverside,PHEV,BMW,i8,14
2015,Riverside,PHEV,BMW,X5,3
2015,Riverside,PHEV,Cadillac,ELR,5
2015,Riverside,PHEV,Chevrolet,Volt,230
2015,Riverside,PHEV,Ford,C-MAX Energi,148
2015,Riverside,PHEV,Ford,Fusion Energi,274
2015,Riverside,PHEV,Honda,Accord PHEV,5
2015,Riverside,PHEV,Hyundai,Sonata PHEV,1
2015,Riverside,PHEV,Mercedes-Benz,S-Class,4
2015,Riverside,PHEV,Porsche,Cayenne,4
2015,Riverside,PHEV,Porsche,Panamera,1
2015,Riverside,PHEV,Toyota,Prius PHEV,147
2015,Sacramento,Electric,BMW,i3,10
2015,Sacramento,Electric,Chevrolet,Spark EV,80
2015,Sacramento,Electric,FIAT,500e,135
2015,Sacramento,Electric,Ford,Focus,48
2015,Sacramento,Electric,Honda,Fit EV,1
2015,Sacramento,Electric,Kia,Soul EV,16
2015,Sacramento,Electric,Mercedes-Benz,B-Class,10
2015,Sacramento,Electric,Nissan,Leaf,174
2015,Sacramento,Electric,Smart,Fortwo Electric Drive,9
2015,Sacramento,Electric,Tesla,Model S,143
2015,Sacramento,Electric,Toyota,RAV4 EV,5
2015,Sacramento,Electric,Volkswagen,e-Golf,32
2015,Sacramento,PHEV,BMW,i3 REx,38
2015,Sacramento,PHEV,BMW,i8,4
2015,Sacramento,PHEV,Cadillac,ELR,4
2015,Sacramento,PHEV,Chevrolet,Volt,108
2015,Sacramento,PHEV,Ford,C-MAX Energi,88
2015,Sacramento,PHEV,Ford,Fusion Energi,93
2015,Sacramento,PHEV,Mercedes-Benz,S-Class,2
2015,Sacramento,PHEV,Porsche,918 Spyder,1
2015,Sacramento,PHEV,Porsche,Cayenne,1
2015,Sacramento,PHEV,Porsche,Panamera,1
2015,Sacramento,PHEV,Toyota,Prius PHEV,78
2015,San Benito,Electric,Chevrolet,Spark EV,1
2015,San Benito,Electric,FIAT,500e,3
2015,San Benito,Electric,Ford,Focus,1
2015,San Benito,Electric,Tesla,Model S,3
2015,San Benito,Electric,Volkswagen,e-Golf,2
2015,San Benito,PHEV,Chevrolet,Volt,10
2015,San Benito,PHEV,Ford,C-MAX Energi,6
2015,San Benito,PHEV,Ford,Fusion Energi,14
2015,San Benito,PHEV,Toyota,Prius PHEV,6
2015,San Bernardino,Electric,BMW,i3,15
2015,San Bernardino,Electric,Chevrolet,Spark EV,36
2015,San Bernardino,Electric,FIAT,500e,172
2015,San Bernardino,Electric,Ford,Focus,19
2015,San Bernardino,Electric,Honda,Fit EV,1
2015,San Bernardino,Electric,Kia,Soul EV,8
2015,San Bernardino,Electric,Mercedes-Benz,B-Class,30
2015,San Bernardino,Electric,Nissan,Leaf,65
2015,San Bernardino,Electric,Smart,Fortwo Electric Drive,19
2015,San Bernardino,Electric,Tesla,Model S,138
2015,San Bernardino,Electric,Volkswagen,e-Golf,27
2015,San Bernardino,PHEV,BMW,i3 REx,56
2015,San Bernardino,PHEV,BMW,i8,14
2015,San Bernardino,PHEV,BMW,X5,2
2015,San Bernardino,PHEV,Cadillac,ELR,11
2015,San Bernardino,PHEV,Chevrolet,Volt,186
2015,San Bernardino,PHEV,Ford,C-MAX Energi,111
2015,San Bernardino,PHEV,Ford,Fusion Energi,207
2015,San Bernardino,PHEV,Honda,Accord PHEV,3
2015,San Bernardino,PHEV,Mercedes-Benz,S-Class,5
2015,San Bernardino,PHEV,Porsche,Cayenne,1
2015,San Bernardino,PHEV,Toyota,Prius PHEV,137
2015,San Bernardino,Hydrogen,Toyota,Mirai,2
2015,San Diego,Electric,BMW,i3,99
2015,San Diego,Electric,Chevrolet,Spark EV,169
2015,San Diego,Electric,FIAT,500e,759
2015,San Diego,Electric,Ford,Focus,76
2015,San Diego,Electric,Honda,Fit EV,2
2015,San Diego,Electric,Kia,Soul EV,69
2015,San Diego,Electric,Mercedes-Benz,B-Class,100
2015,San Diego,Electric,Mitsubishi,i-MiEV,2
2015,San Diego,Electric,Nissan,Leaf,359
2015,San Diego,Electric,Smart,Fortwo Electric Drive,504
2015,San Diego,Electric,Tesla,Model S,851
2015,San Diego,Electric,Toyota,RAV4 EV,5
2015,San Diego,Electric,Volkswagen,e-Golf,165
2015,San Diego,PHEV,BMW,i3 REx,212
2015,San Diego,PHEV,BMW,i8,44
2015,San Diego,PHEV,BMW,X5,11
2015,San Diego,PHEV,Cadillac,ELR,16
2015,San Diego,PHEV,Chevrolet,Volt,508
2015,San Diego,PHEV,Fisker,Karma,3
2015,San Diego,PHEV,Ford,C-MAX Energi,277
2015,San Diego,PHEV,Ford,Fusion Energi,315
2015,San Diego,PHEV,Honda,Accord PHEV,31
2015,San Diego,PHEV,Hyundai,Sonata PHEV,3
2015,San Diego,PHEV,Mercedes-Benz,S-Class,3
2015,San Diego,PHEV,Porsche,918 Spyder,2
2015,San Diego,PHEV,Porsche,Cayenne,22
2015,San Diego,PHEV,Porsche,Panamera,15
2015,San Diego,PHEV,Toyota,Prius PHEV,202
2015,San Francisco,Electric,BMW,i3,52
2015,San Francisco,Electric,Chevrolet,Spark EV,26
2015,San Francisco,Electric,FIAT,500e,308
2015,San Francisco,Electric,Ford,Focus,20
2015,San Francisco,Electric,Honda,Fit EV,1
2015,San Francisco,Electric,Kia,Soul EV,12
2015,San Francisco,Electric,Mercedes-Benz,B-Class,41
2015,San Francisco,Electric,Mitsubishi,i-MiEV,1
2015,San Francisco,Electric,Nissan,Leaf,108
2015,San Francisco,Electric,Smart,Fortwo Electric Drive,64
2015,San Francisco,Electric,Tesla,Model S,329
2015,San Francisco,Electric,Toyota,RAV4 EV,1
2015,San Francisco,Electric,Volkswagen,e-Golf,115
2015,San Francisco,PHEV,BMW,i3 REx,231
2015,San Francisco,PHEV,BMW,i8,8
2015,San Francisco,PHEV,BMW,X5,3
2015,San Francisco,PHEV,Cadillac,ELR,1
2015,San Francisco,PHEV,Chevrolet,Volt,114
2015,San Francisco,PHEV,Fisker,Karma,1
2015,San Francisco,PHEV,Ford,C-MAX Energi,99
2015,San Francisco,PHEV,Ford,Fusion Energi,51
2015,San Francisco,PHEV,Mercedes-Benz,S-Class,2
2015,San Francisco,PHEV,Porsche,918 Spyder,1
2015,San Francisco,PHEV,Porsche,Cayenne,12
2015,San Francisco,PHEV,Toyota,Prius PHEV,108
2015,San Francisco,Hydrogen,Toyota,Mirai,2
2015,San Joaquin,Electric,BMW,i3,1
2015,San Joaquin,Electric,Chevrolet,Spark EV,28
2015,San Joaquin,Electric,FIAT,500e,30
2015,San Joaquin,Electric,Ford,Focus,11
2015,San Joaquin,Electric,Ford,Transit Connect Electric,1
2015,San Joaquin,Electric,Kia,Soul EV,7
2015,San Joaquin,Electric,Mercedes-Benz,B-Class,11
2015,San Joaquin,Electric,Nissan,Leaf,69
2015,San Joaquin,Electric,Smart,Fortwo Electric Drive,4
2015,San Joaquin,Electric,Tesla,Model S,44
2015,San Joaquin,Electric,Toyota,RAV4 EV,1
2015,San Joaquin,Electric,Volkswagen,e-Golf,5
2015,San Joaquin,PHEV,BMW,i3 REx,7
2015,San Joaquin,PHEV,BMW,i8,1
2015,San Joaquin,PHEV,Cadillac,ELR,3
2015,San Joaquin,PHEV,Chevrolet,Volt,49
2015,San Joaquin,PHEV,Ford,C-MAX Energi,21
2015,San Joaquin,PHEV,Ford,Fusion Energi,33
2015,San Joaquin,PHEV,Hyundai,Sonata PHEV,1
2015,San Joaquin,PHEV,Toyota,Prius PHEV,23
2015,San Luis Obispo,Electric,Chevrolet,Spark EV,4
2015,San Luis Obispo,Electric,FIAT,500e,51
2015,San Luis Obispo,Electric,Ford,Focus,40
2015,San Luis Obispo,Electric,Kia,Soul EV,1
2015,San Luis Obispo,Electric,Mercedes-Benz,B-Class,7
2015,San Luis Obispo,Electric,Nissan,Leaf,23
2015,San Luis Obispo,Electric,Smart,Fortwo Electric Drive,1
2015,San Luis Obispo,Electric,Tesla,Model S,43
2015,San Luis Obispo,Electric,Toyota,RAV4 EV,1
2015,San Luis Obispo,Electric,Volkswagen,e-Golf,6
2015,San Luis Obispo,PHEV,BMW,i3 REx,18
2015,San Luis Obispo,PHEV,BMW,i8,1
2015,San Luis Obispo,PHEV,BMW,X5,2
2015,San Luis Obispo,PHEV,Cadillac,ELR,3
2015,San Luis Obispo,PHEV,Chevrolet,Volt,26
2015,San Luis Obispo,PHEV,Ford,C-MAX Energi,9
2015,San Luis Obispo,PHEV,Ford,Fusion Energi,9
2015,San Luis Obispo,PHEV,Honda,Accord PHEV,1
2015,San Luis Obispo,PHEV,Porsche,918 Spyder,1
2015,San Luis Obispo,PHEV,Porsche,Cayenne,2
2015,San Luis Obispo,PHEV,Toyota,Prius PHEV,22
2015,San Mateo,Electric,BMW,i3,53
2015,San Mateo,Electric,Chevrolet,Spark EV,58
2015,San Mateo,Electric,FIAT,500e,528
2015,San Mateo,Electric,Ford,Focus,48
2015,San Mateo,Electric,Kia,Soul EV,21
2015,San Mateo,Electric,Mercedes-Benz,B-Class,48
2015,San Mateo,Electric,Mitsubishi,i-MiEV,3
2015,San Mateo,Electric,Nissan,Leaf,337
2015,San Mateo,Electric,Smart,Fortwo Electric Drive,27
2015,San Mateo,Electric,Tesla,Model S,688
2015,San Mateo,Electric,Tesla,Model X,5
2015,San Mateo,Electric,Toyota,RAV4 EV,3
2015,San Mateo,Electric,Volkswagen,e-Golf,241
2015,San Mateo,PHEV,BMW,i3 REx,156
2015,San Mateo,PHEV,BMW,i8,22
2015,San Mateo,PHEV,BMW,X5,4
2015,San Mateo,PHEV,Cadillac,ELR,4
2015,San Mateo,PHEV,Chevrolet,Volt,236
2015,San Mateo,PHEV,Ford,C-MAX Energi,110
2015,San Mateo,PHEV,Ford,Fusion Energi,96
2015,San Mateo,PHEV,Honda,Accord PHEV,1
2015,San Mateo,PHEV,Mercedes-Benz,S-Class,1
2015,San Mateo,PHEV,Porsche,918 Spyder,6
2015,San Mateo,PHEV,Porsche,Cayenne,19
2015,San Mateo,PHEV,Porsche,Panamera,1
2015,San Mateo,PHEV,Toyota,Prius PHEV,111
2015,Santa Barbara,Electric,BMW,i3,4
2015,Santa Barbara,Electric,Chevrolet,Spark EV,10
2015,Santa Barbara,Electric,FIAT,500e,33
2015,Santa Barbara,Electric,Ford,Focus,5
2015,Santa Barbara,Electric,Kia,Soul EV,1
2015,Santa Barbara,Electric,Mercedes-Benz,B-Class,6
2015,Santa Barbara,Electric,Nissan,Leaf,29
2015,Santa Barbara,Electric,Smart,Fortwo Electric Drive,2
2015,Santa Barbara,Electric,Tesla,Model S,100
2015,Santa Barbara,Electric,Volkswagen,e-Golf,14
2015,Santa Barbara,PHEV,BMW,i3 REx,31
2015,Santa Barbara,PHEV,BMW,i8,3
2015,Santa Barbara,PHEV,BMW,X5,1
2015,Santa Barbara,PHEV,Chevrolet,Volt,47
2015,Santa Barbara,PHEV,Fisker,Karma,1
2015,Santa Barbara,PHEV,Ford,C-MAX Energi,15
2015,Santa Barbara,PHEV,Ford,Fusion Energi,13
2015,Santa Barbara,PHEV,Honda,Accord PHEV,1
2015,Santa Barbara,PHEV,McLaren,P1,1
2015,Santa Barbara,PHEV,Porsche,918 Spyder,1
2015,Santa Barbara,PHEV,Porsche,Cayenne,6
2015,Santa Barbara,PHEV,Porsche,Panamera,3
2015,Santa Barbara,PHEV,Toyota,Prius PHEV,20
2015,Santa Clara,Electric,BMW,i3,193
2015,Santa Clara,Electric,Chevrolet,Spark EV,312
2015,Santa Clara,Electric,FIAT,500e,1294
2015,Santa Clara,Electric,Ford,Focus,165
2015,Santa Clara,Electric,Kia,Soul EV,98
2015,Santa Clara,Electric,Mercedes-Benz,B-Class,248
2015,Santa Clara,Electric,Mitsubishi,i-MiEV,3
2015,Santa Clara,Electric,Nissan,Leaf,1915
2015,Santa Clara,Electric,Smart,Fortwo Electric Drive,36
2015,Santa Clara,Electric,Tesla,Model S,1493
2015,Santa Clara,Electric,Tesla,Model X,10
2015,Santa Clara,Electric,Toyota,RAV4 EV,9
2015,Santa Clara,Electric,Volkswagen,e-Golf,808
2015,Santa Clara,PHEV,BMW,i3 REx,453
2015,Santa Clara,PHEV,BMW,i8,45
2015,Santa Clara,PHEV,BMW,X5,10
2015,Santa Clara,PHEV,Cadillac,ELR,24
2015,Santa Clara,PHEV,Chevrolet,Volt,1104
2015,Santa Clara,PHEV,Ford,C-MAX Energi,390
2015,Santa Clara,PHEV,Ford,Fusion Energi,638
2015,Santa Clara,PHEV,Honda,Accord PHEV,5
2015,Santa Clara,PHEV,Hyundai,Sonata PHEV,6
2015,Santa Clara,PHEV,Mercedes-Benz,S-Class,4
2015,Santa Clara,PHEV,Porsche,918 Spyder,5
2015,Santa Clara,PHEV,Porsche,Cayenne,27
2015,Santa Clara,PHEV,Porsche,Panamera,9
2015,Santa Clara,PHEV,Toyota,Prius PHEV,517
2015,Santa Cruz,Electric,BMW,i3,3
2015,Santa Cruz,Electric,Chevrolet,Spark EV,15
2015,Santa Cruz,Electric,FIAT,500e,103
2015,Santa Cruz,Electric,Ford,Focus,10
2015,Santa Cruz,Electric,Kia,Soul EV,6
2015,Santa Cruz,Electric,Mercedes-Benz,B-Class,1
2015,Santa Cruz,Electric,Nissan,Leaf,45
2015,Santa Cruz,Electric,Smart,Fortwo Electric Drive,3
2015,Santa Cruz,Electric,Tesla,Model S,98
2015,Santa Cruz,Electric,Volkswagen,e-Golf,48
2015,Santa Cruz,PHEV,BMW,i3 REx,29
2015,Santa Cruz,PHEV,BMW,i8,2
2015,Santa Cruz,PHEV,BMW,X5,1
2015,Santa Cruz,PHEV,Chevrolet,Volt,59
2015,Santa Cruz,PHEV,Ford,C-MAX Energi,65
2015,Santa Cruz,PHEV,Ford,Fusion Energi,50
2015,Santa Cruz,PHEV,Honda,Accord PHEV,2
2015,Santa Cruz,PHEV,Toyota,Prius PHEV,51
2015,Shasta,Electric,Chevrolet,Spark EV,1
2015,Shasta,Electric,FIAT,500e,1
2015,Shasta,Electric,Ford,Focus,4
2015,Shasta,Electric,Kia,Soul EV,3
2015,Shasta,Electric,Nissan,Leaf,5
2015,Shasta,Electric,Tesla,Model S,3
2015,Shasta,Electric,Volkswagen,e-Golf,1
2015,Shasta,PHEV,BMW,i3 REx,2
2015,Shasta,PHEV,Chevrolet,Volt,10
2015,Shasta,PHEV,Ford,C-MAX Energi,1
2015,Shasta,PHEV,Ford,Fusion Energi,3
2015,Shasta,PHEV,Toyota,Prius PHEV,2
2015,Sierra,PHEV,Toyota,Prius PHEV,1
2015,Siskiyou,Electric,Nissan,Leaf,1
2015,Siskiyou,Electric,Tesla,Model S,4
2015,Siskiyou,PHEV,Chevrolet,Volt,2
2015,Solano,Electric,BMW,i3,2
2015,Solano,Electric,Chevrolet,Spark EV,18
2015,Solano,Electric,FIAT,500e,34
2015,Solano,Electric,Ford,Focus,12
2015,Solano,Electric,Kia,Soul EV,2
2015,Solano,Electric,Mercedes-Benz,B-Class,3
2015,Solano,Electric,Mitsubishi,i-MiEV,1
2015,Solano,Electric,Nissan,Leaf,55
2015,Solano,Electric,Smart,Fortwo Electric Drive,3
2015,Solano,Electric,Tesla,Model S,55
2015,Solano,Electric,Volkswagen,e-Golf,22
2015,Solano,PHEV,BMW,i3 REx,7
2015,Solano,PHEV,Cadillac,ELR,8
2015,Solano,PHEV,Chevrolet,Volt,73
2015,Solano,PHEV,Ford,C-MAX Energi,38
2015,Solano,PHEV,Ford,Fusion Energi,61
2015,Solano,PHEV,Honda,Accord PHEV,2
2015,Solano,PHEV,Toyota,Prius PHEV,49
2015,Sonoma,Electric,BMW,i3,13
2015,Sonoma,Electric,Chevrolet,Spark EV,27
2015,Sonoma,Electric,FIAT,500e,136
2015,Sonoma,Electric,Ford,Focus,16
2015,Sonoma,Electric,Kia,Soul EV,21
2015,Sonoma,Electric,Mercedes-Benz,B-Class,10
2015,Sonoma,Electric,Mitsubishi,i-MiEV,1
2015,Sonoma,Electric,Nissan,Leaf,119
2015,Sonoma,Electric,Smart,Fortwo Electric Drive,13
2015,Sonoma,Electric,Tesla,Model S,130
2015,Sonoma,Electric,Toyota,RAV4 EV,1
2015,Sonoma,Electric,Volkswagen,e-Golf,52
2015,Sonoma,PHEV,BMW,i3 REx,44
2015,Sonoma,PHEV,BMW,i8,2
2015,Sonoma,PHEV,BMW,X5,1
2015,Sonoma,PHEV,Cadillac,ELR,3
2015,Sonoma,PHEV,Chevrolet,Volt,136
2015,Sonoma,PHEV,Ford,C-MAX Energi,64
2015,Sonoma,PHEV,Ford,Fusion Energi,85
2015,Sonoma,PHEV,Honda,Accord PHEV,1
2015,Sonoma,PHEV,Mercedes-Benz,S-Class,1
2015,Sonoma,PHEV,Porsche,Cayenne,3
2015,Sonoma,PHEV,Toyota,Prius PHEV,78
2015,Stanislaus,Electric,BMW,i3,3
2015,Stanislaus,Electric,Chevrolet,Spark EV,33
2015,Stanislaus,Electric,FIAT,500e,30
2015,Stanislaus,Electric,Ford,Focus,4
2015,Stanislaus,Electric,Kia,Soul EV,1
2015,Stanislaus,Electric,Mercedes-Benz,B-Class,1
2015,Stanislaus,Electric,Nissan,Leaf,31
2015,Stanislaus,Electric,Smart,Fortwo Electric Drive,1
2015,Stanislaus,Electric,Tesla,Model S,35
2015,Stanislaus,Electric,Toyota,RAV4 EV,1
2015,Stanislaus,Electric,Volkswagen,e-Golf,6
2015,Stanislaus,PHEV,BMW,i3 REx,6
2015,Stanislaus,PHEV,BMW,i8,1
2015,Stanislaus,PHEV,Cadillac,ELR,3
2015,Stanislaus,PHEV,Chevrolet,Volt,23
2015,Stanislaus,PHEV,Ford,C-MAX Energi,3
2015,Stanislaus,PHEV,Ford,Fusion Energi,15
2015,Stanislaus,PHEV,Toyota,Prius PHEV,8
2015,Sutter,Electric,FIAT,500e,6
2015,Sutter,Electric,Ford,Focus,2
2015,Sutter,Electric,Tesla,Model S,4
2015,Sutter,PHEV,BMW,i8,1
2015,Sutter,PHEV,Cadillac,ELR,3
2015,Sutter,PHEV,Chevrolet,Volt,2
2015,Sutter,PHEV,Ford,Fusion Energi,2
2015,Sutter,PHEV,Toyota,Prius PHEV,3
2015,Tehama,Electric,Nissan,Leaf,1
2015,Tehama,Electric,Tesla,Model S,1
2015,Tehama,PHEV,Chevrolet,Volt,1
2015,Tehama,PHEV,Ford,C-MAX Energi,1
2015,Trinity,Electric,Nissan,Leaf,1
2015,Trinity,PHEV,BMW,i3 REx,1
2015,Trinity,PHEV,Chevrolet,Volt,1
2015,Trinity,PHEV,Toyota,Prius PHEV,1
2015,Tulare,Electric,BMW,i3,1
2015,Tulare,Electric,Chevrolet,Spark EV,1
2015,Tulare,Electric,FIAT,500e,20
2015,Tulare,Electric,Ford,Focus,2
2015,Tulare,Electric,Nissan,Leaf,6
2015,Tulare,Electric,Tesla,Model S,9
2015,Tulare,Electric,Volkswagen,e-Golf,1
2015,Tulare,PHEV,BMW,i3 REx,2
2015,Tulare,PHEV,BMW,i8,2
2015,Tulare,PHEV,BMW,X5,1
2015,Tulare,PHEV,Cadillac,ELR,2
2015,Tulare,PHEV,Chevrolet,Volt,4
2015,Tulare,PHEV,Ford,C-MAX Energi,1
2015,Tulare,PHEV,Ford,Fusion Energi,4
2015,Tulare,PHEV,Toyota,Prius PHEV,10
2015,Tuolumne,Electric,FIAT,500e,1
2015,Tuolumne,Electric,Tesla,Model S,5
2015,Tuolumne,PHEV,BMW,i3 REx,1
2015,Tuolumne,PHEV,Chevrolet,Volt,3
2015,Tuolumne,PHEV,Ford,C-MAX Energi,3
2015,Tuolumne,PHEV,McLaren,P1,2
2015,Tuolumne,PHEV,Toyota,Prius PHEV,1
2015,Ventura,Electric,BMW,i3,15
2015,Ventura,Electric,Chevrolet,Spark EV,40
2015,Ventura,Electric,FIAT,500e,125
2015,Ventura,Electric,Ford,Focus,17
2015,Ventura,Electric,Kia,Soul EV,7
2015,Ventura,Electric,Mercedes-Benz,B-Class,32
2015,Ventura,Electric,Nissan,Leaf,37
2015,Ventura,Electric,Smart,Fortwo Electric Drive,20
2015,Ventura,Electric,Tesla,Model S,256
2015,Ventura,Electric,Volkswagen,e-Golf,26
2015,Ventura,PHEV,BMW,i3 REx,123
2015,Ventura,PHEV,BMW,i8,18
2015,Ventura,PHEV,BMW,X5,8
2015,Ventura,PHEV,Cadillac,ELR,4
2015,Ventura,PHEV,Chevrolet,Volt,202
2015,Ventura,PHEV,Ford,C-MAX Energi,73
2015,Ventura,PHEV,Ford,Fusion Energi,97
2015,Ventura,PHEV,Honda,Accord PHEV,1
2015,Ventura,PHEV,Mercedes-Benz,S-Class,4
2015,Ventura,PHEV,Porsche,Cayenne,5
2015,Ventura,PHEV,Porsche,Panamera,1
2015,Ventura,PHEV,Toyota,Prius PHEV,58
2015,Yolo,Electric,BMW,i3,1
2015,Yolo,Electric,Chevrolet,Spark EV,12
2015,Yolo,Electric,FIAT,500e,38
2015,Yolo,Electric,Ford,Focus,7
2015,Yolo,Electric,Kia,Soul EV,3
2015,Yolo,Electric,Mercedes-Benz,B-Class,2
2015,Yolo,Electric,Nissan,Leaf,25
2015,Yolo,Electric,Smart,Fortwo Electric Drive,1
2015,Yolo,Electric,Tesla,Model S,37
2015,Yolo,Electric,Volkswagen,e-Golf,10
2015,Yolo,PHEV,BMW,i3 REx,7
2015,Yolo,PHEV,BMW,X5,1
2015,Yolo,PHEV,Cadillac,ELR,1
2015,Yolo,PHEV,Chevrolet,Volt,27
2015,Yolo,PHEV,Ford,C-MAX Energi,9
2015,Yolo,PHEV,Ford,Fusion Energi,16
2015,Yolo,PHEV,Honda,Accord PHEV,1
2015,Yolo,PHEV,Porsche,918 Spyder,1
2015,Yolo,PHEV,Porsche,Cayenne,2
2015,Yolo,PHEV,Toyota,Prius PHEV,19
2015,Yolo,Hydrogen,Toyota,Mirai,2
2015,Yuba,Electric,Chevrolet,Spark EV,1
2015,Yuba,Electric,FIAT,500e,1
2015,Yuba,Electric,Kia,Soul EV,1
2015,Yuba,Electric,Nissan,Leaf,2
2015,Yuba,Electric,Tesla,Model S,2
2015,Yuba,Electric,Volkswagen,e-Golf,2
2015,Yuba,PHEV,Chevrolet,Volt,3
2015,Yuba,PHEV,Toyota,Prius PHEV,1
2016,Alameda,Electric,BMW,i3,138
2016,Alameda,Electric,Chevrolet,Bolt EV,2
2016,Alameda,Electric,Chevrolet,Spark EV,275
2016,Alameda,Electric,FIAT,500e,241
2016,Alameda,Electric,Ford,Focus,33
2016,Alameda,Electric,Kia,Soul EV,66
2016,Alameda,Electric,Mercedes-Benz,B-Class,50
2016,Alameda,Electric,Mitsubishi,i-MiEV,1
2016,Alameda,Electric,Nissan,Leaf,965
2016,Alameda,Electric,Smart,Fortwo Electric Drive,42
2016,Alameda,Electric,Tesla,Model S,684
2016,Alameda,Electric,Tesla,Model X,320
2016,Alameda,Electric,Toyota,RAV4 EV,2
2016,Alameda,Electric,Volkswagen,e-Golf,445
2016,Alameda,PHEV,Audi,A3 Sportback e-tron,120
2016,Alameda,PHEV,BMW,3 Series,7
2016,Alameda,PHEV,BMW,i3 REx,239
2016,Alameda,PHEV,BMW,i8,16
2016,Alameda,PHEV,BMW,X5,37
2016,Alameda,PHEV,Cadillac,ELR,3
2016,Alameda,PHEV,Chevrolet,Volt,1007
2016,Alameda,PHEV,Ford,C-MAX Energi,142
2016,Alameda,PHEV,Ford,Fusion Energi,239
2016,Alameda,PHEV,Honda,Accord PHEV,2
2016,Alameda,PHEV,Hyundai,Sonata PHEV,37
2016,Alameda,PHEV,Mercedes-Benz,GLE,1
2016,Alameda,PHEV,Mercedes-Benz,S-Class,10
2016,Alameda,PHEV,Porsche,Cayenne,19
2016,Alameda,PHEV,Porsche,Panamera,4
2016,Alameda,PHEV,Toyota,Prius PHEV,65
2016,Alameda,PHEV,Toyota,Prius Prime,36
2016,Alameda,PHEV,Volvo,XC90,35
2016,Alameda,Hydrogen,Hyundai,Tucson Fuel Cell,1
2016,Alameda,Hydrogen,Toyota,Mirai,43
2016,Amador,Electric,FIAT,500e,1
2016,Amador,Electric,Kia,Soul EV,1
2016,Amador,Electric,Nissan,Leaf,2
2016,Amador,Electric,Smart,Fortwo Electric Drive,1
2016,Amador,PHEV,BMW,X5,1
2016,Amador,PHEV,Chevrolet,Volt,4
2016,Amador,PHEV,Ford,C-MAX Energi,2
2016,Amador,PHEV,Ford,Fusion Energi,2
2016,Butte,Electric,BMW,i3,1
2016,Butte,Electric,Chevrolet,Spark EV,1
2016,Butte,Electric,FIAT,500e,2
2016,Butte,Electric,Ford,Focus,1
2016,Butte,Electric,Nissan,Leaf,1
2016,Butte,Electric,Tesla,Model S,10
2016,Butte,Electric,Tesla,Model X,3
2016,Butte,Electric,Volkswagen,e-Golf,2
2016,Butte,PHEV,Audi,A3 Sportback e-tron,1
2016,Butte,PHEV,BMW,i3 REx,2
2016,Butte,PHEV,BMW,X5,1
2016,Butte,PHEV,Chevrolet,Volt,17
2016,Butte,PHEV,Ford,C-MAX Energi,2
2016,Butte,PHEV,Ford,Fusion Energi,1
2016,Butte,PHEV,Hyundai,Sonata PHEV,1
2016,Butte,PHEV,Toyota,Prius PHEV,1
2016,Butte,PHEV,Toyota,Prius Prime,2
2016,Butte,PHEV,Volvo,XC90,1
2016,Calaveras,Electric,Chevrolet,Spark EV,2
2016,Calaveras,Electric,FIAT,500e,1
2016,Calaveras,Electric,Nissan,Leaf,2
2016,Calaveras,Electric,Tesla,Model S,1
2016,Calaveras,Electric,Tesla,Model X,3
2016,Calaveras,PHEV,Chevrolet,Volt,7
2016,Calaveras,PHEV,Ford,Fusion Energi,1
2016,Calaveras,PHEV,Toyota,Prius Prime,2
2016,Colusa,PHEV,Chevrolet,Volt,1
2016,Colusa,PHEV,Ford,Fusion Energi,1
2016,Contra Costa,Electric,BMW,i3,56
2016,Contra Costa,Electric,Chevrolet,Spark EV,95
2016,Contra Costa,Electric,FIAT,500e,66
2016,Contra Costa,Electric,Ford,Focus,27
2016,Contra Costa,Electric,Kia,Soul EV,38
2016,Contra Costa,Electric,Mercedes-Benz,B-Class,26
2016,Contra Costa,Electric,Nissan,Leaf,253
2016,Contra Costa,Electric,Smart,Fortwo Electric Drive,14
2016,Contra Costa,Electric,Tesla,Model S,523
2016,Contra Costa,Electric,Tesla,Model X,210
2016,Contra Costa,Electric,Volkswagen,e-Golf,129
2016,Contra Costa,PHEV,Audi,A3 Sportback e-tron,45
2016,Contra Costa,PHEV,BMW,3 Series,8
2016,Contra Costa,PHEV,BMW,7 Series,2
2016,Contra Costa,PHEV,BMW,i3 REx,146
2016,Contra Costa,PHEV,BMW,i8,8
2016,Contra Costa,PHEV,BMW,X5,26
2016,Contra Costa,PHEV,Cadillac,ELR,6
2016,Contra Costa,PHEV,Chevrolet,Volt,443
2016,Contra Costa,PHEV,Ford,C-MAX Energi,82
2016,Contra Costa,PHEV,Ford,Fusion Energi,243
2016,Contra Costa,PHEV,Honda,Accord PHEV,1
2016,Contra Costa,PHEV,Hyundai,Sonata PHEV,33
2016,Contra Costa,PHEV,Mercedes-Benz,GLE,5
